 486  1989Natur.342..773M Miyamoto & Kitamoto                 
 487  1988Natur.336..450M Miyamoto et al.                     
 488  1992ApJ...391L..21M Miyamoto et al.                     
 489  1973A&A....23..433M Moffat et al.                       
 490  1986ApJ...310..343M Molnar & Mauche                     
 491  1984Natur.310..662M Molnar et al.                       
 492                      Molnar et al.                       1985, in: 'Radio Stars', eds. R.M. Hjellming & D. Gibson (Reidel), p. 329.
 493  1988BAAS...20..736C Molnar et al.                       
 494  1974PASP...86..894M Mook et al.                         
 495  1955ApJS....2...41M Morgan et al.                       
 496  1987A&A...182L..55M Motch & Janot-Pacheco               
 497  1988A&A...201...63M Motch et al.                        
 498  1991ApJ...369..490M Motch et al.                        
 499  1991A&A...246L..24M Motch et al.                        
 500  1997A&A...323..853M Motch et al.                        
 501  1998A&AS..132..341M Motch et al.                        
 502  1980A&A....90..113M Mouchet et al.                      
 503  1989Natur.342..520M Mourard et al.                      
 504  1983ApJ...264..563M Murakami et al.                     
 505  1986ApJ...310L..31M Murakami et al.                     
 506  1979MNRAS.186p..43M Murdin et al.                       
 507  1980MNRAS.193..135M Murdin et al.                       
 508  1989PASJ...41....1N Nagase                              
 509  1982ApJ...263..814N Nagase et al.                       
 510  1986PASJ...38..547N Nagase et al.                       
 511  1991ApJ...375L..49N Nagase et al.                       
 512  1992ApJ...396..147N Nagase et al.                       
 513  1998A&A...338..505N Negueruela                          
 514  1999MNRAS.307..695N Negueruela                          
 515  1996A&A...315..160N Negueruela et al.                   
 516  1997MNRAS.284..859N Negueruela et al.                   
 517  2000A&A...354L..29N Negueruela et al.                   
 518  1978A&AS...34....1N Nicolet                             
 519  1987ApJ...321..425N Ninkov et al.                       
 520  1991MNRAS.253..579N Norton et al.                       
 521  1977SSRv...20..757O Oda                                 
 522  1999A&A...351L..33O Oosterbroek et al.                  
 523  1998IAUC.6868Q...1O Orlandini et al.                    
 524  1975ApJ...195..705O Osmer et al.                        
 525  1983ApJ...273L..81P Paczynski                           
 526                      Pakull                              1982, Proc. Workshop on Accreting Neutron Stars, MPE Report 177, p. 53.
 527  1986Natur.322..511P Pakull & Angebault                  
 528  1981A&A...102L...1P Pakull & Parmar                     
 529  1983A&A...122...79P Pakull et al.                       
 530  1985SSRv...40..379P Pakull et al.                       
 531  1999NewAR..43..553P Paragi et al.                       
 532  1987RMxAA..14..395P Paredes                             
 533  1986A&A...154L..30P Paredes & Figueras                  
 534  1990A&A...232..377P Paredes et al.                      
 535  1994A&A...288..519P Paredes et al.                      
