 337  1994PASJ...46..375E Ebisawa, K. et al.                  
 338  1991A&A...244L..41E Egonsson, J. & Hakala, P.           
 339  1997ApJ...475L..53E Eikenberry, S.S. & Fazio, GG.       
 340  1998ApJ...494L..61E Eikenberry, S.S. et al.             
 341  1998ApJ...506L..31E Eikenberry, S.S. et al.             
 342  2000ApJ...532L..33E Eikenberry, S.S. et al.             
 343  1975Natur.257..656E Elvis, M. et al.                    
 344  2000PASJ...52..223E Endo, T. et al.                     
 345  1988ApL....26..349E Ercan, N. et al.                    
 346  1999A&A...343L..45E Ergma, E. & Antipova, J.            
 347  2000ApJ...532.1069E Esin, A.A. et al.                   
 348  1970ApJ...159L..57E Evans, W.D. et al.                  
 349                      Exosat & Einstein Data Base         
 350  1975Natur.257..291E Eyles, C.J. et al.                  
 351  1978ApJ...221L..49F Fabbiano, G. et al.                 
 352  1985ApJS...58..225F Fahlman, G.G. et al.                
 353  1995AJ....110.2189F Fahlman, G.G. et al.                
 354  1998MNRAS.300..573F Fender, R.P. & Pooley, G.G.         
 355  2000MNRAS.318L...1F Fender, R.P. & Pooley, G.G.         
 356  1997IAUC.6779Q...1H Fender, R.P. et al.                 
 357  1997MNRAS.286L..29F Fender, R.P. et al.                 
 358  1997MNRAS.290L..65F Fender, R.P. et al.                 
 359  1998IAUC.6937Q...1H Fender, R.P. et al.                 
 360  1999MNRAS.304..865F Fender, R.P. et al.                 
 361  1999ApJ...519L.165F Fender, R.P. et al.                 
 362  2000Pirv.Comm.....F Fender, R.P.                        *2000, private communication
 363  1998IAUC.6897Q...1M Filippenko, A,V. & Leonard,D.C.     
 364  1995ApJ...455L.139F Filippenko, A.V. et al.             
 365  1995ApJ...455..614F Filippenko, A.V. et al.             
 366  1997PASP..109..461F Filippenko, A.V. et al.             
 367  1996Natur.381..291F Finger, M.H. et al.                 
 368  1996IAUC.6286....1K Finger, M.H. et al.                 
 369  1991IAUC.5395....1F Fishman, G.J. et al.                
 370  1995IAUC.6272....1F Fishman, G.J. et al.                
 371  1985A&A...153..106F Fleischman, J.R.                    
 372  1996ApJ...470L.127F Focke, W.B.                         
 373  1991ApJ...383..289F Fomalont, E.B. & Geldzahler B.J.    
 374  1997ApJ...475L.123F Ford, E.                            
 375  1999ApJ...512L..31F Ford, E.                            
 376  1998ApJ...506L..39F Ford, E.C. & van der Klis, .        
 377  1996ApJ...469L..37F Ford, E. et al.                     
 378  1997ApJ...486L..47F Ford, E. et al.                     
 379  1998ApJ...498L..41F Ford, E. et al.                     
 380  1998ApJ...508L.155F Ford, E.C. et al.                   
 381  1999ApJ...512L..31F Ford, E.C. et al.                   
 382  1976ApJ...207L.177F Forman, W. & Jones, C.              
 383  1976ApJ...207L..25F Forman, W. et al.                   
 384  1978ApJS...38..357F Forman, W. et al.                   
 385  1996ApJ...467L..81F Foster, R.S.                        
 386  1986MNRAS.221..409F Foster, A.J. et al.                 
 387  1998IAUC.6934Q...1S Fox, D. & Lewin, W.                 
 388  1996IAUC.6307Q...1F Frail, D.A. et al.                  
 389  ................... Francey, R.J.                       *1971, Nat. Phys. Sci. 229, 229
 390  1990ApJ...365L..63F Fruchter, A.S. & Goss, W.M.         
 391  2000ApJ...536..865F Fruchter, A.S. & Goss, W.M.         
 392  1999ApJ...526L..37G Gaensler, B.M. et al.               
 393  1999ApJ...522L.117G Gaensler, B.M. et al.               
 394  1999IAUC.7256R...1G Gaensler, B.M. et al.               
 395  1998A&A...338L..83G Galfanov, M. et al.                 
 396  1998IAUC.6897Q...1M Galfanov, M. et al.                 
 397  1995ApJ...439..976G Gallagher, D. et al.                
 398  2000MNRAS.311..755G Galloway, D.K. et al.               
 399  1999IAUC.7174Q...1G Gandolfi, G. et al.                 
 400  1994ApJ...435..407G Garcia, M.R.                        
 401  1999AJ....118.1390G Garcia, M.R. & Callanan, P..        
 402  1987ApJ...313L..59G Garcia, M.R. & Grindlay, J..        
 403  1983ApJ...267..291G Garcia, M. et al.                   
 404  1988ApJ...328..552G Garcia, M.R. et al.                 
 405  1989ApJ...341L..75G Garcia, M.R. et al.                 
 406  1992AJ....103.1325G Garcia, M.R. et al.                 
 407  1992IAUC.5578....1D Garcia, M. et al.                   
 408  1996ApJ...460..932G Garcia, M.R. et al.                 
 409  1999ApJ...518..422G Garcia, M.R. et al.                 
 410  2000IAUC.7392Q...1S Garcia, M. et al.                   
 411  2000IAUC.7388Q...1F Garnavich, P.M. & Quinn, J.         
 412  1999IAUC.7276Q...1G Garnavich, P.M. et al.              
 413  1999A&A...347..473G Gaudenzi, S. & Polcaro, V.F         
 414  1989A&A...209..423G Geffert, M. et al.                  
 415  1994A&A...282..989G Geffert, M. et al.                  
 416  1983ApJ...264L..49G Geldzahler, B.J.                    
 417  1976ApJ...209..562G Gerend, D. & Boynton, P.            
 418  1967ApJ...148L.129G Giacconi, R. et al.                 
 419  1996ApJ...469L..25G Giles, A.B. et al.                  
 420  1999MNRAS.304...47G Giles, A.B. et al.                  
 421  2000ApJ...529..447G Giles, A.B. et al.                  
 422  1991PAZh...17.1059G Gilfanov, M. et al.                 
 423  1993ApJ...418..844G Gilfanov, M. et al.                 
 424  1978MNRAS.183..335G Glass, I.S.                         
 425  1979MNRAS.187..807G Glass, I.S.                         
 426  1994MNRAS.268..742G Glass, I.S.                         
 427  ................... Glass, I.S. & Feast, M.W.           *1973, Nat. Phys. Sci. 245, 39
 428  1998A&A...337L..39G Gliozzi, M. et al.                  
 429  1999A&A...352..543G Gneiding, C.D. et al.               
 430  1998A&A...329..186G Goldoni, P. et al.                  
 431  1999ApJ...511..847G Goldoni, P. et al.                  
 432  1992ApJ...389L..79G Goldwurm, A. et al.                 
 433  1992IAUC.5589....1W Goldwurm, A. et al.                 
 434  1996A&A...310..857G Goldwurm, A. et al.                 
 435  1991IAUC.5174....1G Gonzalez-Riestra, R. et al.         
 436  1990IBVS.3464....1G Goranskij, V.P.                     
 437  1988AZh....65..381G Goranskij, V.P. & Lyutyj, VM.       
 438  1977MNRAS.181..255G Goss, W.M. & Mebold, U.             
 439  1991ApJ...374..340G Gotthelf, E. et al.                 
 440  1992AJ....103..219G Gotthelf, E. et al.                 
 441  1999ApJ...522L..49G Gotthelf, E.V. et al.               
 442  1975ApJ...195L..33G Gottlieb, E.W. et al.               
 443  1986ApJ...308..213G Gottwald, M. et al.                 
 444  1987ApJ...323..575G Gottwald, M. et al.                 
 445  1987MNRAS.229..395G Gottwald, M. et al.                 
 446  1989ApJ...339.1044G Gottwald, M. et al.                 
 447  1991A&AS...89..367G Gottwald, M. et al.                 
 448  1995ApJ...441..800G Grabelsky, D.A. et al.              
 449  1991Natur.353..237G Gray, A.D. et al.                   
 450  1991IAUC.5354....1M Grebenev, S. & Sunyaev, R.          
 451  1991PAZh...17..985G Grebenev, S. A. et al.              
 452  1992PAZh...18...11G Grebenev, S. A. et al.              
 453  1979Natur.279..620G Greenhill, J.G. et al.              
 454  1989A&A...208L...1G Greenhill, J.G. et al.              
 455  1995MNRAS.274L..59G Greenhill, J.G. et al.              
 456  1999PASA...16..240G Greenhill, J.G. et al.              
 457  1980Natur.287..805G Gregory, P.C. & Fahlmann, GG.       
 458  1995A&A...297L..67G Greiner, J. et al.                  
 459  1996A&A...314L..21G Greiner, J. et al.                  
 460  1996ApJ...473L.107G Greiner, J. et al.                  
 461  1999MNRAS.308L..17G Greiner, J. et al.                  
 462  1978ApJ...221L..63G Griffiths, R.E. et al.              
